Date,Bar Name,Brand Name,Inventory,Demand,Order Quantity
2023-11-29,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-11-30,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-12-01,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-12-02,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-12-03,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-12-04,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-12-05,Anderson's Bar,Absolut,913.5212867174436,0.0,0.0
2023-12-06,Anderson's Bar,Absolut,433.3112867174436,480.21,0.0
2023-12-07,Anderson's Bar,Absolut,0.0,504.45,350.8937622391478
2023-12-08,Anderson's Bar,Absolut,0.0,0.0,350.8937622391478
2023-12-09,Anderson's Bar,Absolut,0.0,0.0,350.8937622391478
2023-12-10,Anderson's Bar,Absolut,220.3937622391478,130.5,130.5
2023-12-11,Anderson's Bar,Absolut,571.2875244782956,0.0,0.0
2023-12-12,Anderson's Bar,Absolut,922.1812867174434,0.0,0.0
2023-12-13,Anderson's Bar,Absolut,1052.6812867174435,0.0,0.0
2023-12-14,Anderson's Bar,Absolut,1052.6812867174435,0.0,0.0
2023-12-15,Anderson's Bar,Absolut,1052.6812867174435,0.0,0.0
2023-12-16,Anderson's Bar,Absolut,891.9012867174436,160.78,0.0
2023-12-17,Anderson's Bar,Absolut,891.9012867174436,0.0,0.0
2023-12-18,Anderson's Bar,Absolut,705.4312867174435,186.47,0.0
2023-12-19,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-20,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-21,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-22,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-23,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-24,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-25,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-26,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-27,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-28,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-29,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-30,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-12-31,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2024-01-01,Anderson's Bar,Absolut,705.4312867174435,0.0,0.0
2023-10-23,Anderson's Bar,Bacardi,690.6332436728783,0.0,0.0
2023-10-24,Anderson's Bar,Bacardi,690.6332436728783,0.0,0.0
2023-10-25,Anderson's Bar,Bacardi,587.5532436728782,103.08,103.08000000000004
2023-10-26,Anderson's Bar,Bacardi,587.5532436728782,0.0,103.08000000000004
2023-10-27,Anderson's Bar,Bacardi,168.0832436728782,419.47,522.5500000000001
2023-10-28,Anderson's Bar,Bacardi,271.16324367287825,0.0,419.47
2023-10-29,Anderson's Bar,Bacardi,374.2432436728783,0.0,316.39
2023-10-30,Anderson's Bar,Bacardi,896.7932436728784,0.0,0.0
2023-10-31,Anderson's Bar,Bacardi,1316.2632436728784,0.0,0.0
2023-11-01,Anderson's Bar,Bacardi,1632.6532436728785,0.0,0.0
2023-11-02,Anderson's Bar,Bacardi,1632.6532436728785,0.0,0.0
2023-11-03,Anderson's Bar,Bacardi,1632.6532436728785,0.0,0.0
2023-11-04,Anderson's Bar,Bacardi,1170.6232436728785,462.03,0.0
2023-11-05,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-06,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-07,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-08,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-09,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-10,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-11,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-12,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-13,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-14,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-15,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-16,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-17,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-18,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-19,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-20,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-21,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-22,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-23,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-24,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-25,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-26,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-27,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-28,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-29,Anderson's Bar,Bacardi,1170.6232436728785,0.0,0.0
2023-11-30,Anderson's Bar,Bacardi,723.2332436728785,447.39,0.0
2023-12-01,Anderson's Bar,Bacardi,723.2332436728785,0.0,0.0
2023-12-02,Anderson's Bar,Bacardi,723.2332436728785,0.0,0.0
2023-12-03,Anderson's Bar,Bacardi,470.09324367287854,253.14,220.53999999999974
2023-12-04,Anderson's Bar,Bacardi,470.09324367287854,0.0,220.53999999999974
2023-12-05,Anderson's Bar,Bacardi,470.09324367287854,0.0,220.53999999999974
2023-12-06,Anderson's Bar,Bacardi,690.6332436728783,0.0,0.0
2023-12-07,Anderson's Bar,Bacardi,525.773243672878,385.4,164.86000000000024
2023-12-08,Anderson's Bar,Bacardi,746.3132436728778,0.0,0.0
2023-12-09,Anderson's Bar,Bacardi,746.3132436728778,0.0,0.0
2023-12-10,Anderson's Bar,Bacardi,587.983243672878,323.19,102.65000000000032
2023-12-11,Anderson's Bar,Bacardi,587.983243672878,0.0,102.65000000000032
2023-12-12,Anderson's Bar,Bacardi,587.983243672878,0.0,102.65000000000032
2023-12-13,Anderson's Bar,Bacardi,690.6332436728783,0.0,0.0
2023-12-14,Anderson's Bar,Bacardi,793.2832436728786,0.0,0.0
2023-12-15,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-16,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-17,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-18,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-19,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-20,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-21,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-22,Anderson's Bar,Bacardi,895.9332436728789,0.0,0.0
2023-12-23,Anderson's Bar,Bacardi,378.9332436728789,517.0,311.69999999999936
2023-12-24,Anderson's Bar,Bacardi,378.9332436728789,0.0,311.69999999999936
2023-12-25,Anderson's Bar,Bacardi,378.9332436728789,0.0,311.69999999999936
2023-12-26,Anderson's Bar,Bacardi,690.6332436728783,0.0,0.0
2023-12-27,Anderson's Bar,Bacardi,683.0432436728777,319.29,7.5900000000006
2023-12-28,Anderson's Bar,Bacardi,518.783243672877,475.96,171.85000000000127
2023-12-29,Anderson's Bar,Bacardi,16.63324367287703,502.15,674.0000000000013
2023-12-30,Anderson's Bar,Bacardi,24.22324367287763,0.0,666.4100000000007
2023-12-31,Anderson's Bar,Bacardi,0.0,498.25,690.6332436728783
2024-01-01,Anderson's Bar,Bacardi,674.0000000000013,0.0,16.63324367287703
2023-10-23,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-24,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-25,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-26,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-27,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-28,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-29,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-30,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-10-31,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-01,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-02,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-03,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-04,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-05,Anderson's Bar,Barefoot,364.95623718961536,349.94,349.94
2023-11-06,Anderson's Bar,Barefoot,364.95623718961536,0.0,349.94
2023-11-07,Anderson's Bar,Barefoot,364.95623718961536,0.0,349.94
2023-11-08,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-09,Anderson's Bar,Barefoot,1064.8362371896153,0.0,0.0
2023-11-10,Anderson's Bar,Barefoot,1414.7762371896154,0.0,0.0
2023-11-11,Anderson's Bar,Barefoot,1414.7762371896154,0.0,0.0
2023-11-12,Anderson's Bar,Barefoot,841.1262371896154,573.65,0.0
2023-11-13,Anderson's Bar,Barefoot,841.1262371896154,0.0,0.0
2023-11-14,Anderson's Bar,Barefoot,841.1262371896154,0.0,0.0
2023-11-15,Anderson's Bar,Barefoot,841.1262371896154,0.0,0.0
2023-11-16,Anderson's Bar,Barefoot,609.3262371896153,231.8,105.57000000000005
2023-11-17,Anderson's Bar,Barefoot,609.3262371896153,0.0,105.57000000000005
2023-11-18,Anderson's Bar,Barefoot,609.3262371896153,0.0,105.57000000000005
2023-11-19,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-20,Anderson's Bar,Barefoot,820.4662371896154,0.0,0.0
2023-11-21,Anderson's Bar,Barefoot,541.1862371896154,384.85,173.70999999999992
2023-11-22,Anderson's Bar,Barefoot,541.1862371896154,0.0,173.70999999999992
2023-11-23,Anderson's Bar,Barefoot,541.1862371896154,0.0,173.70999999999992
2023-11-24,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-11-25,Anderson's Bar,Barefoot,888.6062371896153,0.0,0.0
2023-11-26,Anderson's Bar,Barefoot,1062.316237189615,0.0,0.0
2023-11-27,Anderson's Bar,Barefoot,1062.316237189615,0.0,0.0
2023-11-28,Anderson's Bar,Barefoot,1062.316237189615,0.0,0.0
2023-11-29,Anderson's Bar,Barefoot,1062.316237189615,0.0,0.0
2023-11-30,Anderson's Bar,Barefoot,811.8162371896151,250.5,0.0
2023-12-01,Anderson's Bar,Barefoot,811.8162371896151,0.0,0.0
2023-12-02,Anderson's Bar,Barefoot,524.646237189615,287.17,190.25000000000034
2023-12-03,Anderson's Bar,Barefoot,399.766237189615,124.88,315.13000000000034
2023-12-04,Anderson's Bar,Barefoot,399.766237189615,0.0,315.13000000000034
2023-12-05,Anderson's Bar,Barefoot,590.0162371896154,0.0,124.88
2023-12-06,Anderson's Bar,Barefoot,905.1462371896157,0.0,0.0
2023-12-07,Anderson's Bar,Barefoot,1220.276237189616,0.0,0.0
2023-12-08,Anderson's Bar,Barefoot,1345.1562371896161,0.0,0.0
2023-12-09,Anderson's Bar,Barefoot,1069.4162371896161,275.74,0.0
2023-12-10,Anderson's Bar,Barefoot,1069.4162371896161,0.0,0.0
2023-12-11,Anderson's Bar,Barefoot,1069.4162371896161,0.0,0.0
2023-12-12,Anderson's Bar,Barefoot,555.8962371896162,513.52,158.9999999999992
2023-12-13,Anderson's Bar,Barefoot,555.8962371896162,0.0,158.9999999999992
2023-12-14,Anderson's Bar,Barefoot,555.8962371896162,0.0,158.9999999999992
2023-12-15,Anderson's Bar,Barefoot,714.8962371896154,0.0,0.0
2023-12-16,Anderson's Bar,Barefoot,873.8962371896146,0.0,0.0
2023-12-17,Anderson's Bar,Barefoot,1032.8962371896137,0.0,0.0
2023-12-18,Anderson's Bar,Barefoot,1032.8962371896137,0.0,0.0
2023-12-19,Anderson's Bar,Barefoot,745.5162371896137,287.38,0.0
2023-12-20,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-21,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-22,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-23,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-24,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-25,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-26,Anderson's Bar,Barefoot,745.5162371896137,0.0,0.0
2023-12-27,Anderson's Bar,Barefoot,550.9662371896136,194.55,163.93000000000177
2023-12-28,Anderson's Bar,Barefoot,550.9662371896136,0.0,163.93000000000177
2023-12-29,Anderson's Bar,Barefoot,550.9662371896136,0.0,163.93000000000177
2023-12-30,Anderson's Bar,Barefoot,572.1262371896154,142.77,142.76999999999998
2023-12-31,Anderson's Bar,Barefoot,736.0562371896171,0.0,0.0
2024-01-01,Anderson's Bar,Barefoot,899.9862371896189,0.0,0.0
2023-10-23,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-24,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-25,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-26,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-27,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-28,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-29,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-30,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-31,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-01,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-02,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-03,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-04,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-05,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-06,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-07,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-08,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-09,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-10,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-11,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-12,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-13,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-14,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-15,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-16,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-17,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-18,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-19,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-20,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-21,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-22,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-23,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-24,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-25,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-26,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-27,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-28,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-29,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-11-30,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-01,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-02,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-03,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-04,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-05,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-06,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-07,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-08,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-09,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-10,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-11,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-12,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-13,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-14,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-15,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-16,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-17,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-18,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-19,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-20,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-21,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-22,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-23,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-24,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-25,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-26,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-27,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-28,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-29,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-30,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-12-31,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2024-01-01,Anderson's Bar,Budweiser,424.867977793245,0.0,0.0
2023-10-23,Anderson's Bar,Captain Morgan,708.4469117678005,0.0,0.0
2023-10-24,Anderson's Bar,Captain Morgan,708.4469117678005,0.0,0.0
2023-10-25,Anderson's Bar,Captain Morgan,708.4469117678005,0.0,0.0
2023-10-26,Anderson's Bar,Captain Morgan,708.4469117678005,0.0,0.0
2023-10-27,Anderson's Bar,Captain Morgan,708.4469117678005,0.0,0.0
2023-10-28,Anderson's Bar,Captain Morgan,205.55691176780056,502.89,502.89
2023-10-29,Anderson's Bar,Captain Morgan,205.55691176780056,0.0,502.89
2023-10-30,Anderson's Bar,Captain Morgan,205.55691176780056,0.0,502.89
2023-10-31,Anderson's Bar,Captain Morgan,333.57691176780054,374.87,374.87
2023-11-01,Anderson's Bar,Captain Morgan,836.4669117678005,0.0,0.0
2023-11-02,Anderson's Bar,Captain Morgan,1339.3569117678005,0.0,0.0
2023-11-03,Anderson's Bar,Captain Morgan,1491.6469117678007,222.58,0.0
2023-11-04,Anderson's Bar,Captain Morgan,1491.6469117678007,0.0,0.0
2023-11-05,Anderson's Bar,Captain Morgan,1012.2569117678007,479.39,0.0
2023-11-06,Anderson's Bar,Captain Morgan,1012.2569117678007,0.0,0.0
2023-11-07,Anderson's Bar,Captain Morgan,742.3369117678008,269.92,0.0
2023-11-08,Anderson's Bar,Captain Morgan,282.5069117678008,459.83,425.93999999999977
2023-11-09,Anderson's Bar,Captain Morgan,282.5069117678008,0.0,425.93999999999977
2023-11-10,Anderson's Bar,Captain Morgan,282.5069117678008,0.0,425.93999999999977
2023-11-11,Anderson's Bar,Captain Morgan,708.4469117678005,0.0,0.0
2023-11-12,Anderson's Bar,Captain Morgan,1134.3869117678003,0.0,0.0
2023-11-13,Anderson's Bar,Captain Morgan,1560.3269117678,0.0,0.0
2023-11-14,Anderson's Bar,Captain Morgan,1560.3269117678,0.0,0.0
2023-11-15,Anderson's Bar,Captain Morgan,1560.3269117678,0.0,0.0
2023-11-16,Anderson's Bar,Captain Morgan,1560.3269117678,0.0,0.0
2023-11-17,Anderson's Bar,Captain Morgan,1560.3269117678,0.0,0.0
2023-11-18,Anderson's Bar,Captain Morgan,1440.2369117678002,120.09,0.0
2023-11-19,Anderson's Bar,Captain Morgan,1275.6369117678003,164.6,0.0
2023-11-20,Anderson's Bar,Captain Morgan,1275.6369117678003,0.0,0.0
2023-11-21,Anderson's Bar,Captain Morgan,1055.9069117678002,219.73,0.0
2023-11-22,Anderson's Bar,Captain Morgan,1055.9069117678002,0.0,0.0
2023-11-23,Anderson's Bar,Captain Morgan,1055.9069117678002,0.0,0.0
2023-11-24,Anderson's Bar,Captain Morgan,917.0969117678003,138.81,0.0
2023-11-25,Anderson's Bar,Captain Morgan,917.0969117678003,0.0,0.0
2023-11-26,Anderson's Bar,Captain Morgan,917.0969117678003,0.0,0.0
2023-11-27,Anderson's Bar,Captain Morgan,917.0969117678003,0.0,0.0
2023-11-28,Anderson's Bar,Captain Morgan,917.0969117678003,0.0,0.0
2023-11-29,Anderson's Bar,Captain Morgan,917.0969117678003,0.0,0.0
2023-11-30,Anderson's Bar,Captain Morgan,917.0969117678003,0.0,0.0
2023-12-01,Anderson's Bar,Captain Morgan,803.8869117678003,113.21,0.0
2023-12-02,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-03,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-04,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-05,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-06,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-07,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-08,Anderson's Bar,Captain Morgan,803.8869117678003,0.0,0.0
2023-12-09,Anderson's Bar,Captain Morgan,224.55691176780022,579.33,483.8900000000003
2023-12-10,Anderson's Bar,Captain Morgan,224.55691176780022,0.0,483.8900000000003
2023-12-11,Anderson's Bar,Captain Morgan,0.0,245.76,708.4469117678005
2023-12-12,Anderson's Bar,Captain Morgan,483.8900000000003,0.0,224.55691176780022
2023-12-13,Anderson's Bar,Captain Morgan,721.6100000000007,246.17,0.0
2023-12-14,Anderson's Bar,Captain Morgan,1430.0569117678012,0.0,0.0
2023-12-15,Anderson's Bar,Captain Morgan,1397.6538235356015,256.96,0.0
2023-12-16,Anderson's Bar,Captain Morgan,1397.6538235356015,0.0,0.0
2023-12-17,Anderson's Bar,Captain Morgan,1397.6538235356015,0.0,0.0
2023-12-18,Anderson's Bar,Captain Morgan,1106.3038235356016,291.35,0.0
2023-12-19,Anderson's Bar,Captain Morgan,827.4238235356016,278.88,0.0
2023-12-20,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-21,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-22,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-23,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-24,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-25,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-26,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-27,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-28,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-29,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-30,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-12-31,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2024-01-01,Anderson's Bar,Captain Morgan,827.4238235356016,0.0,0.0
2023-10-23,Anderson's Bar,Coors,586.8387905318618,0.0,0.0
2023-10-24,Anderson's Bar,Coors,586.8387905318618,0.0,0.0
2023-10-25,Anderson's Bar,Coors,586.8387905318618,0.0,0.0
2023-10-26,Anderson's Bar,Coors,586.8387905318618,0.0,0.0
2023-10-27,Anderson's Bar,Coors,586.8387905318618,0.0,0.0
